id,city_id,name,status,type,code
623,56,Tháp Mười,active,huyen,872
624,56,Cao Lãnh,active,huyen,873
625,56,Thanh Bình,active,huyen,874
626,56,Lấp Vò,active,huyen,875
627,56,Lai Vung,active,huyen,876
628,56,Châu Thành,active,huyen,877
629,57,Long Xuyên,active,thanh-pho,883
630,57,Châu Đốc,active,xa,884
631,57,An Phú,active,huyen,886
632,57,Tân Châu,active,xa,887
633,57,Phú Tân,active,huyen,888
634,57,Châu Phú,active,huyen,889
635,57,Tịnh Biên,active,huyen,890
636,57,Tri Tôn,active,huyen,891
637,57,Châu Thành,active,huyen,892
638,57,Chợ Mới,active,huyen,893
639,57,Thoại Sơn,active,huyen,894
640,58,Rạch Giá,active,thanh-pho,899
641,58,Hà Tiên,active,xa,900
642,58,Kiên Lương,active,huyen,902
643,58,Hòn Đất,active,huyen,903
644,58,Tân Hiệp,active,huyen,904
645,58,Châu Thành,active,huyen,905
646,58,Giồng Giềng,active,huyen,906
647,58,Gò Quao,active,huyen,907
648,58,An Biên,active,huyen,908
649,58,An Minh,active,huyen,909
650,58,Vĩnh Thuận,active,huyen,910
651,58,Phú Quốc,active,huyen,911
652,58,Kiên Hải,active,huyen,912
653,58,U Minh Thượng,active,huyen,913
654,58,Giang Thành,active,huyen,914
655,59,Ninh Kiều,active,quan,916
656,59,Ô Môn,active,quan,917
657,59,Bình Thuỷ,active,quan,918
658,59,Cái Răng,active,quan,919
659,59,Thốt Nốt,active,quan,923
660,59,Vĩnh Thạnh,active,huyen,924
661,59,Cờ Đỏ,active,huyen,925
662,59,Phong Điền,active,huyen,926
663,59,Thới Lai,active,huyen,927
664,60,Vị Thanh,active,xa,930
665,60,Ngã Bảy,active,xa,931
666,60,Châu Thành A,active,huyen,932
667,60,Châu Thành,active,huyen,933
668,60,Phụng Hiệp,active,huyen,934
669,60,Vị Thuỷ,active,huyen,935
670,60,Long Mỹ,active,huyen,936
671,61,Sóc Trăng,active,thanh-pho,941
672,61,Châu Thành,active,huyen,942
673,61,Kế Sách,active,huyen,943
674,61,Mỹ Tú,active,huyen,944
675,61,Cù Lao Dung,active,huyen,945
676,61,Long Phú,active,huyen,946
677,61,Mỹ Xuyên,active,huyen,947
678,61,Ngã Năm,active,huyen,948
679,61,Thạnh Trị,active,huyen,949
680,61,Vĩnh Châu,active,huyen,950
681,61,Trần Đề,active,huyen,951
682,62,Bạc Liêu,active,xa,954
683,62,Hồng Dân,active,huyen,956
684,62,Phước Long,active,huyen,957
685,62,Vĩnh Lợi,active,huyen,958
686,62,Giá Rai,active,huyen,959
687,62,Đông Hải,active,huyen,960
688,62,Hoà Bình,active,huyen,961
689,63,Cà Mau,active,thanh-pho,964
690,63,U Minh,active,huyen,966
691,63,Thới Bình,active,huyen,967
692,63,Trần Văn Thời,active,huyen,968
693,63,Cái Nước,active,huyen,969
